id,speaker_id,source_lang,speaker_is_native,delivery,date,topic,topic_specific,video,notes,required_langs,created,modified,user_id,recycled
119,43,it,Y,read,2011-01-19,Politics,Conclusions of the European Council meeting on 16 17 December,0,,,2019-03-12 11:41:54,2019-03-12 11:41:54,7,0
120,7,it,Y,mixed,2011-01-19,Politics,The programme of activities of the Hungarian Presidency of the Council,0,,,2019-03-12 11:44:27,2019-03-12 11:44:27,7,0
121,22,it,Y,read,2011-01-18,Health,Explanations of vote,0,,,2019-03-12 11:45:44,2019-03-12 11:45:44,7,0
122,39,it,Y,read,2011-01-19,Justice,Explanations of vote,0,,,2019-03-12 11:55:10,2019-03-12 11:55:10,7,0
123,12,it,Y,read,2011-01-19,Justice,Explanations of vote,0,,,2019-03-12 11:55:45,2019-03-12 11:56:02,7,0
124,47,it,N/A,mixed,2011-01-19,Justice,Explanations of vote,0,,,2019-03-12 11:56:41,2019-03-12 11:56:41,7,0
125,22,it,Y,read,2011-01-19,Health,Explanations of vote,0,,,2019-03-12 11:57:49,2019-03-12 11:57:49,7,0
126,49,it,Y,read,2011-01-19,Society and Culture,Situation of Christians in the context of freedom of religion,0,,,2019-03-12 12:00:07,2019-03-12 12:00:07,7,0
127,7,it,Y,mixed,2011-01-19,Society and Culture,Situation of Christians in the context of freedom of religion,0,,,2019-03-12 12:01:18,2019-03-12 12:01:18,7,0
128,77,it,Y,read,2011-01-19,Society and Culture,Situation of Christians in the context of freedom of religion,0,,,2019-03-12 12:02:47,2019-03-12 12:02:47,7,0
129,30,it,N/A,read,2011-01-19,Society and Culture,Situation of Christians in the context of freedom of religion,0,,,2019-03-12 12:03:27,2019-03-12 12:03:27,7,0
130,40,it,Y,mixed,2011-01-19,Society and Culture,Situation of Christians in the context of freedom of religion,0,,,2019-03-12 12:04:39,2019-03-12 12:04:39,7,0
131,52,it,Y,read,2011-01-19,Society and Culture,Situation of Christians in the context of freedom of religion,0,,,2019-03-12 12:08:56,2019-03-12 12:08:56,7,0
132,54,it,Y,impromptu,2011-01-19,Society and Culture,Situation of Christians in the context of freedom of religion,0,,,2019-03-12 12:10:38,2019-03-12 12:10:38,7,0
133,43,it,Y,read,2011-01-19,Politics,Security situation in the Sahel region,0,,,2019-03-12 12:12:22,2019-03-12 12:12:22,7,0
134,8,it,Y,read,2011-01-19,Politics,Security situation in the Sahel region,0,,,2019-03-12 12:13:14,2019-03-12 12:13:14,7,0
135,8,it,Y,read,2011-01-19,Politics,EU Libya Framework Agreement,0,,,2019-03-12 12:18:11,2019-03-12 12:18:11,7,0
136,49,it,Y,read,2011-01-19,Politics,EU Libya Framework Agreement,0,,,2019-03-12 12:20:08,2019-03-12 12:20:08,7,0
137,78,en,Y,impromptu,2011-02-15,Economics and Finance,Explanations of vote,0,,"fr,it,sl",2019-03-15 12:16:40,2022-01-09 14:01:43,5,0
138,59,en,Y,impromptu,2011-02-15,Politics,Immediate EU measures in support of Italy and other Member States affected by exceptional migratory flows (debate) ,0,,"fr,it,sl",2019-03-18 15:53:48,2022-01-09 14:03:00,5,0
139,38,en,Y,read,2011-01-17,Health,Consequences in the European Union of the dioxin animal feed incident,0,,,2019-03-25 15:40:29,2020-02-24 14:14:02,6,0
140,35,en,Y,impromptu,2011-02-16,Politics,Situation in Egypt (debate),0,Technical problem at the beginning of the speech,"fr,it,sl",2019-04-01 13:00:57,2022-01-09 14:05:32,9,0
141,80,en,Y,impromptu,2011-02-16,Politics,Situation in Egypt (debate),0,,"fr,it,sl",2019-04-01 14:24:04,2022-02-14 15:25:42,9,0
142,81,en,Y,impromptu,2011-02-16,Economics and Finance,Free trade agreement between the EU and the Republic of Korea (debate),0,,"fr,it,sl",2019-04-01 14:36:14,2022-02-14 15:27:04,9,0
143,82,en,Y,impromptu,2011-02-16,Politics,Situation in Egypt (debate),0,,"fr,it,sl",2019-04-01 14:58:57,2022-02-14 15:27:33,9,0
144,83,en,Y,impromptu,2011-02-17,Procedure and Formalities,Commission expert groups and balanced representation and transparency (debate),0,,"fr,it,sl",2019-04-01 15:39:51,2022-02-14 15:27:54,9,0
145,59,en,Y,impromptu,2011-02-17,Economics and Finance,EU guarantee to the EIB against losses under loans and guarantees for projects outside the EU (debate),0,The president cut off the speaker.,"fr,it,sl",2019-04-01 15:46:55,2022-02-14 15:28:28,9,0
146,59,en,Y,impromptu,2011-02-17,Politics,Border clashes between Thailand and Cambodia,0,,"fr,it,sl",2019-04-01 15:58:01,2022-02-14 15:29:00,9,0
147,84,en,Y,impromptu,2011-03-08,Agriculture and Fisheries,Explanations of vote,0,,"fr,it,sl",2019-04-01 16:40:54,2022-02-14 15:29:27,9,0
148,78,en,Y,impromptu,2011-03-08,Economics and Finance,Explanations of vote,0,,"fr,it,sl",2019-04-01 16:53:00,2022-02-14 15:29:55,9,0
149,78,en,Y,impromptu,2011-03-08,Economics and Finance,Explanations of vote,0,,"fr,it,sl",2019-04-01 17:08:27,2022-02-14 15:30:30,9,0
150,78,en,Y,impromptu,2011-02-16,Economics and Finance,Explanations of vote,0,,"fr,it,sl",2019-04-03 12:35:08,2022-02-14 15:35:41,8,0
151,84,en,Y,impromptu,2011-02-16,Economics and Finance,Explanations of vote,0,,"fr,it,sl",2019-04-03 12:51:42,2022-02-14 15:37:27,8,0
152,91,en,Y,impromptu,2011-03-08,Economics and Finance,Female poverty - Equality between women and men  2010 (debate) ,0,,"fr,it,sl",2019-04-03 12:56:58,2022-02-14 15:37:57,8,0
153,90,en,Y,impromptu,2011-03-08,Economics and Finance,Preparation of the Eurozone summit of 11 March 2011 (debate),0,,"fr,it,sl",2019-04-03 13:11:18,2022-02-14 15:38:49,8,0
154,89,en,Y,impromptu,2011-02-16,Agriculture and fisheries,Rising food prices (debate),0,,"fr,it,sl",2019-04-03 13:37:20,2022-02-14 15:39:30,8,0
155,89,en,Y,impromptu,2011-03-08,Economics and Finance,Explanations of vote ,0,,"fr,it,sl",2019-04-03 13:57:10,2022-02-14 15:40:02,8,0
156,89,en,Y,impromptu,2011-03-08,Agriculture and fisheries,Explanations of vote ,0,,"fr,it,sl",2019-04-03 14:35:48,2022-02-14 15:40:46,8,0
157,59,en,Y,impromptu,2011-02-15,Procedure and formalities,Question Time (Commission) ,0,,"fr,it,sl",2019-04-03 14:46:49,2022-02-14 15:41:39,8,0
158,92,fr,Y,impromptu,2010-12-14,Environment,Outcome of the Climate Change Conference in Cancún (debate),0,,,2019-04-03 22:34:46,2019-04-03 22:34:46,8,0
159,93,fr,Y,impromptu,2011-02-02,Politics,"Situation in the Mediterranean, in particular in Tunisia and Egypt (debate)",0,,,2019-04-03 22:37:21,2019-04-03 22:49:52,8,0
160,94,fr,Y,impromptu,2011-02-16,Economics and Finance,Guidelines for the employment policies of the Member States - Europe 2020 - Implementation of the guidelines for the employment policies of the Member States (debate) ,0,,,2019-04-03 22:44:30,2019-04-03 22:44:30,8,0
161,92,fr,Y,impromptu,2011-02-16,Economics and Finance,Accord de libre-échange entre l'Union européenne et la République de Corée (débat) ,0,,,2019-04-04 10:36:04,2019-06-07 07:49:27,8,0
162,94,fr,Y,impromptu,2011-02-02,Procedure and formalities,Appointments of ESA senior executives (debate),0,,en,2019-04-04 11:32:22,2021-01-19 20:07:19,8,0
163,92,fr,Y,impromptu,2010-12-14,Environment,Plan d'action pour l'efficacité énergétique (débat) ,0,,en,2019-04-04 11:33:48,2021-01-19 20:36:32,8,0
164,95,fr,Y,impromptu,2011-02-03,Politics,"Recommendations for second reading: Barbara Lochbihler, Kinga Gál (A7-0014/2011), Gay Mitchell (A7-0006/2011) and Helmut Scholz (A7-0005/2011) ",0,,,2019-04-04 11:47:44,2019-04-04 11:47:44,8,0
165,96,fr,Y,impromptu,2011-02-15,Economics and Finance,"Adequate, sustainable and safe European pension systems (debate) ",0,,,2019-04-04 13:03:02,2019-04-04 13:03:02,8,0
166,97,fr,Y,impromptu,2010-12-16,Society and culture,Uganda: the Bahati Bill and discrimination against the LGBT population ,0,,en,2019-04-04 13:17:41,2021-01-19 20:21:54,8,0
167,96,fr,Y,impromptu,2010-12-15,Economics and Finance,Economic governance and Article 9 of the Treaty of Lisbon (debate),0,,en,2019-04-04 21:49:27,2021-01-19 19:46:52,8,0
168,59,en,Y,impromptu,2011-02-17,Justice ,Uganda: murder of David Kato,0,"Only the first part of the speech, which is impromptu, has been transcribed because the second half of the speech, which is mixed, is missing from the verbatim reports. ","fr,it,sl",2019-04-09 11:50:38,2022-01-20 14:54:01,10,0
169,50,en,Y,impromptu,2011-03-07,Agriculture and Fisheries,Agriculture and international trade (short presentation),0,,"fr,it,sl",2019-04-09 12:29:26,2022-01-21 08:14:14,10,0
170,50,en,Y,impromptu,2011-02-16,Economics and Finance,Rising food prices (debate) ,0,,"fr,it",2019-04-12 15:23:14,2021-11-28 08:57:06,8,0
171,78,en,Y,impromptu,2011-02-16,Economics and Finance,Explanations of vote,0,,"fr,it",2019-04-12 15:31:24,2021-11-28 09:07:12,8,0
172,59,en,Y,impromptu,2011-03-07,Health,Reducing health inequalities (short presentation) ,0,,"fr,it,sl",2019-04-17 18:00:13,2022-11-29 00:58:54,10,0
173,59,en,Y,impromptu,2011-03-07,Agriculture and Fisheries,Agriculture and international trade (short presentation) ,0,,"fr,it,sl",2019-04-17 18:22:06,2022-10-18 15:41:20,10,0
174,99,en,Y,impromptu,2011-03-08,Politics,Preparation of the Eurozone summit of 11 March 2011 (debate),0,,"fr,it,sl",2019-04-17 18:47:00,2022-01-21 08:33:44,10,0
175,78,en,Y,impromptu,2011-03-08,Economics and Finance,Explanations of vote,0,,"fr,it,sl",2019-04-17 19:23:20,2022-01-21 08:37:32,10,0
176,84,en,Y,impromptu,2011-03-08,Economics and Finance,Explanations of vote ,0,,"fr,it,sl",2019-04-17 19:27:36,2022-01-21 08:43:42,10,0
177,90,en,Y,impromptu,2011-03-08,Politics,Preparation of the Eurozone summit of 11 March 2011 (debate),0,,"fr,it,sl",2019-04-17 19:32:57,2022-01-21 08:43:10,10,0
178,100,en,Y,impromptu,2011-03-08,Justice,Question Time (Commission),0,,"fr,it,sl",2019-04-17 19:40:11,2022-01-21 08:45:37,10,0
179,101,en,Y,impromptu,2011-03-08,Procedure and Formalities,Question Time (Commission),0,,"fr,it,sl",2019-04-17 19:45:51,2022-01-21 08:49:03,10,0
180,102,fr,Y,impromptu,2011-03-07,Economics and Finance,Innovative financing at a global and European level (debate) ,0,,,2019-04-23 19:25:55,2019-04-23 19:25:55,10,0
181,103,fr,Y,impromptu,2011-03-08,Society and Culture,Female poverty - Equality between women and men 2010 (debate) ,0,,en,2019-04-23 19:28:09,2021-01-18 21:03:20,10,0
182,104,fr,Y,impromptu,2011-03-09,Politics,"Southern Neighbourhood, and Libya in particular, including humanitarian aspects (debate)",0,,,2019-04-23 19:29:24,2019-06-14 13:00:02,10,0
183,96,fr,Y,impromptu,2011-03-09,Economics and Finance,Amendment of the Treaty on the Functioning of the European Union with regard to a stability mechanism for Member States whose currency is the euro (debate) ,0,,,2019-04-23 19:30:45,2019-04-23 19:30:45,10,0
184,105,fr,Y,impromptu,2011-04-04,Politics,"EU response to the migration flows in North Africa and the Southern Mediterranean, in particular in Lampedusa - Migration flows arising from instability: scope and role of EU foreign policy (debate)",0,,en,2019-04-23 19:32:25,2021-01-18 20:27:21,10,0
185,106,fr,Y,impromptu,2011-04-06,Environment,Lessons to be drawn for nuclear safety in Europe following the nuclear accident in Japan ,0,,en,2019-04-23 19:35:23,2021-01-18 20:48:29,10,0
186,110,fr,Y,impromptu,2011-04-06,Economics and Finance,Explanations of vote,0,,,2019-04-23 19:41:43,2019-06-14 13:48:03,10,0
187,107,fr,Y,impromptu,2011-04-06,Politics,"Situation in Syria, Bahrain and Yemen",0,,en,2019-04-23 19:43:29,2021-01-18 21:14:07,10,0
188,108,fr,Y,impromptu,2011-04-06,Environment,Lessons to be drawn for nuclear safety in Europe following the nuclear accident in Japan ,0,,,2019-04-23 19:44:50,2019-04-23 19:44:50,10,0
189,109,fr,Y,impromptu,2011-04-07,Agriculture and Fisheries,EU tomato imports from Morocco (Petition 1565/2009)(debate) ,0,,,2019-04-23 19:46:03,2019-04-23 19:46:03,10,0
190,95,fr,Y,impromptu,2010-05-05,Procedure and Formalities,Revision of the Treaties - Transitional measures concerning the composition of the European Parliament - Decision not to convene a Convention for the revision of the Treaties with regard to transitional measures concerning the composition of the European ,0,,,2019-04-29 19:27:49,2019-04-29 19:27:49,9,0
191,95,fr,Y,impromptu,2010-06-15,Procedure and Formalities,Voting time,0,,,2019-04-29 19:36:55,2019-04-29 19:36:55,9,0
192,95,fr,Y,impromptu,2010-09-07,Politics,Situation of the Roma people in Europe (debate) ,0,,en,2019-04-29 19:42:43,2021-01-18 17:52:53,9,0
193,93,fr,Y,impromptu,2011-05-10,Politics,Flux migratoires et asile et leur impact sur Schengen (débat) ,0,,,2019-04-29 19:49:08,2019-06-05 12:38:45,9,0
194,111,fr,Y,impromptu,2010-09-08,Science and Technology,Protection of animals used for scientific purposes (debate) ,0,,,2019-04-30 06:49:54,2019-04-30 06:49:54,9,0
195,112,fr,Y,impromptu,2010-09-20,Economics and Finance,Trade and economic relations with Turkey (debate) ,0,,en,2019-04-30 06:54:29,2021-01-19 19:38:21,9,0
196,113,fr,Y,impromptu,2010-10-20,Economics and Finance,"Preparations for the European Council meeting (28-29 October) - Preparations for the G20 summit (11-12 November) - Financial, economic and social crisis: recommendations concerning the measures and initiatives to be taken - Improving economic governance a",0,,,2019-04-30 06:59:54,2019-04-30 06:59:54,9,0
197,95,fr,Y,impromptu,2011-05-09,Procedure and Formalities,Order of business,0,,,2019-04-30 07:04:35,2019-04-30 07:04:35,9,0
198,96,fr,Y,impromptu,2010-06-15,Procedure and Formalities,The organisation of the working time of persons performing mobile road transport activities (debate) ,0,,,2019-04-30 07:09:16,2019-06-05 13:14:58,9,0
199,94,fr,Y,impromptu,2011-05-10,Economics and Finance,Stress tests of the EU banking sector (debate) ,0,,,2019-04-30 07:13:25,2019-06-05 13:19:16,9,0
200,99,en,Y,impromptu,2011-02-15,Procedure and Formalities,Adoption of modifications to the Treaty (debate),0,,"fr,it,sl",2019-05-16 21:11:53,2022-01-21 08:52:09,11,0
201,114,en,Y,impromptu,2011-02-15,Economics and Finance,Question Time (Commission),0,,"fr,it,sl",2019-05-16 21:27:00,2022-01-21 09:02:10,11,0
202,115,en,Y,impromptu,2011-02-15,Economics and Finance,Question Time (Commission),0,,"fr,it,sl",2019-05-16 21:31:49,2022-01-21 09:01:40,11,0
203,100,en,Y,mixed,2011-02-15,Justice,Eavesdropping scandal in Bulgaria (debate) ,0,,"fr,it,sl",2019-05-16 21:36:28,2022-01-21 09:04:35,11,0
204,84,en,Y,impromptu,2011-02-16,Politics,Explanations of vote,0,,"fr,it",2019-05-16 21:41:13,2021-11-30 13:08:25,11,0
205,116,en,Y,impromptu,2011-02-16,Politics,Situation in Egypt (debate),0,,"fr,it",2019-05-16 21:46:52,2021-11-30 13:33:43,11,0
206,59,en,Y,impromptu,2011-02-16,Politics,Explanations of vote,0,,"fr,it",2019-05-16 21:51:15,2021-11-30 13:41:11,11,0
207,59,en,Y,impromptu,2011-02-16,Procedure and Formalities,Situation in Egypt (debate),0,,"fr,it",2019-05-16 21:55:32,2021-11-30 14:06:06,11,0
208,78,en,Y,impromptu,2011-03-08,Agriculture and Fisheries,Explanations of vote,0,,"fr,it,sl",2019-05-16 22:00:22,2022-01-21 09:26:41,11,0
209,90,en,Y,impromptu,2011-03-08,Economics and Finance,Preparation of the Eurozone summit of 11 March 2011 (debate),0,,"fr,it,sl",2019-05-16 22:04:25,2022-01-21 09:26:14,11,0
210,93,fr,Y,impromptu,2011-05-09,Procedure and Formalities,Order of business,0,,,2019-05-16 22:13:28,2019-06-17 20:43:34,11,0
211,95,fr,Y,impromptu,2011-05-09,Procedure and Formalities,Order of business,0,,,2019-05-16 22:15:20,2019-06-17 20:43:20,11,0
212,93,fr,Y,impromptu,2011-05-09,Procedure and Formalities,Order of business,0,,,2019-05-16 22:16:51,2019-06-17 20:43:08,11,0
213,117,fr,Y,impromptu,2011-05-09,Procedure and Formalities, European fisheries sector crisis due to rise in oil prices (debate),0,,,2019-05-16 22:18:59,2019-06-17 20:42:53,11,0
214,118,fr,Y,impromptu,2011-05-09,Agriculture and Fisheries,European fisheries sector crisis due to rise in oil prices (debate),0,,,2019-05-16 22:22:15,2019-05-16 22:22:15,11,0
215,95,fr,Y,impromptu,2011-05-10,Procedure and Formalities,Explanations of vote,0,,,2019-05-16 22:23:38,2019-06-17 20:42:39,11,0
216,95,fr,Y,impromptu,2011-05-10,Procedure and Formalities,Approval of the Minutes of the previous sitting,0,,,2019-05-16 22:25:11,2019-06-17 20:42:27,11,0
217,119,fr,N,impromptu,2011-05-10,Justice,Migration flows and asylum and their impact on Schengen (debate),0,,,2019-05-16 22:28:27,2019-06-18 09:53:26,11,0
218,120,fr,Y,impromptu,2011-05-10,Procedure and Formalities,Interinstitutional agreement on a common Transparency Register - Amendment of the Rules following the establishment of a common Transparency Register,0,,,2019-05-16 22:32:18,2019-06-17 20:42:14,11,0
219,97,fr,Y,impromptu,2011-05-12,Politics,Sri Lanka: follow-up of the UN report (debate),0,,,2019-05-16 22:34:45,2019-05-16 22:35:02,11,0
220,121,en,Y,impromptu,2011-03-08,Procedure and Formalities,Question Time (Commission),0,,"fr,it,sl",2019-06-18 21:14:07,2022-01-21 09:29:39,11,0
221,120,fr,Y,impromptu,2011-06-07,Health,EHEC outbreak in the EU Member States (debate),0,,,2019-06-18 21:58:46,2019-06-18 21:58:46,11,0
222,17,it,Y,read,2010-12-16,Society and Culture,European Heritage Label,0,,en,2019-09-13 13:56:27,2019-09-13 13:59:16,4,0
